Year,Gender,Country,Occupation,Self Employed,Family History,Treatment,Days Indoors,Growing Stress,Changes Habits,Mental Health History,Mood Swings,Coping Struggles,Work Interest,Social Weakness,Mental Health Interview,Care Options,Continent
2014,Female,United Kingdom,Others,No,Yes,Yes,31-60 days,Yes,No,Maybe,Low,No,Yes,No,Maybe,Not sure,Europa
2014,Female,United States,Others,Yes,Yes,Yes,31-60 days,Yes,No,Maybe,Low,No,Yes,No,No,No,América
2014,Female,Canada,Others,Yes,Yes,Yes,31-60 days,Yes,No,Maybe,Low,No,Yes,No,No,Not sure,América
2014,Female,Australia,Others,No,Yes,Yes,31-60 days,Yes,No,Maybe,Low,No,Yes,No,No,Yes,Oceanía
2014,Female,New Zealand,Others,No,Yes,Yes,31-60 days,Yes,No,Maybe,Low,No,Yes,No,No,No,Oceanía
2014,Female,Canada,Others,No,No,Yes,31-60 days,Yes,No,Maybe,Low,No,Yes,No,No,Not sure,América
2014,Female,United States,Others,No,No,No,31-60 days,Yes,No,Maybe,Low,No,Yes,No,Maybe,Not sure,América
2014,Female,United Kingdom,Others,No,No,Yes,31-60 days,Yes,No,Maybe,Low,No,Yes,No,No,No,Europa
2014,Female,Netherlands,Others,No,No,No,31-60 days,Yes,No,Maybe,Low,No,Yes,No,No,No,Europa
2014,Female,Australia,Others,No,Yes,No,31-60 days,Yes,No,Maybe,Low,No,Yes,No,No,No,Oceanía
2014,Female,United Kingdom,Others,No,No,No,31-60 days,Yes,No,Maybe,Low,No,Yes,No,No,No,Europa
2014,Female,India,Others,No,Yes,Yes,31-60 days,Yes,No,Maybe,Low,No,Yes,No,No,Not sure,Asia
2014,Female,Canada,Others,No,No,No,31-60 days,Yes,No,Maybe,Low,No,Yes,No,No,Not sure,América
2014,Female,United States,Others,Yes,Yes,Yes,31-60 days,Yes,No,Maybe,Low,No,Yes,No,No,Yes,América
2014,Female,United Kingdom,Others,No,Yes,Yes,31-60 days,Yes,No,Maybe,Low,No,Yes,No,No,No,Europa
2014,Female,United Kingdom,Others,No,Yes,No,31-60 days,Yes,No,Maybe,Low,No,Yes,No,No,No,Europa
2014,Female,United Kingdom,Others,Yes,Yes,Yes,31-60 days,Yes,No,Maybe,Low,No,Yes,No,No,No,Europa
2014,Female,Canada,Others,Yes,Yes,Yes,31-60 days,Yes,No,Maybe,Low,No,Yes,No,Maybe,Yes,América
2014,Female,United Kingdom,Others,No,Yes,No,31-60 days,Yes,No,Maybe,Low,No,Yes,No,No,Not sure,Europa
2014,Female,United States,Others,No,Yes,No,31-60 days,Yes,No,Maybe,Low,No,Yes,No,No,Yes,América
2014,Female,Canada,Others,No,Yes,Yes,31-60 days,Yes,No,Maybe,Low,No,Yes,No,No,Not sure,América
2014,Female,United States,Others,No,Yes,No,31-60 days,Yes,No,Maybe,Low,No,Yes,No,No,No,América
2014,Female,United States,Others,No,No,Yes,31-60 days,Yes,No,Maybe,Low,No,Yes,No,Maybe,No,América
2014,Female,Canada,Others,Yes,Yes,Yes,31-60 days,Yes,No,Maybe,Low,No,Yes,No,No,Yes,América
2014,Female,United Kingdom,Others,No,Yes,No,31-60 days,Yes,No,Maybe,Low,No,Yes,No,Maybe,Yes,Europa
2014,Female,Belgium,Others,No,No,No,31-60 days,Yes,No,Maybe,Low,No,Yes,No,No,Not sure,Europa
2015,Female,Ireland,Others,No,No,No,31-60 days,Yes,No,Maybe,Low,No,Yes,No,No,No,Europa
2015,Female,United States,Others,No,No,Yes,31-60 days,Yes,No,Maybe,Low,No,Yes,No,No,No,América
2015,Female,United Kingdom,Others,No,No,Yes,31-60 days,Yes,No,Maybe,Low,No,Yes,No,No,Yes,Europa
2015,Female,Ireland,Others,No,Yes,No,31-60 days,Yes,No,Maybe,Low,No,Yes,No,No,Yes,Europa
2015,Female,United Kingdom,Others,No,Yes,Yes,31-60 days,Yes,No,Maybe,Low,No,Yes,No,Maybe,Yes,Europa
2015,Female,United States,Others,No,Yes,Yes,31-60 days,Yes,No,Maybe,Low,No,Yes,No,No,No,América
2014,Female,United States,Housewife,No,No,Yes,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,Not sure,América
2014,Female,United States,Housewife,No,Yes,Yes,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,No,América
2014,Female,United States,Housewife,No,Yes,Yes,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,Yes,América
2014,Female,United States,Housewife,No,Yes,Yes,Go out Every day,Yes,Maybe,No,High,Yes,No,No,Maybe,Yes,América
2014,Female,Poland,Housewife,No,No,Yes,Go out Every day,Yes,Maybe,No,High,Yes,No,No,Maybe,Not sure,Europa
2014,Female,Australia,Housewife,No,Yes,Yes,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,Not sure,Oceanía
2014,Female,United States,Housewife,No,No,No,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,No,América
2014,Female,United States,Housewife,No,No,No,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,Not sure,América
2014,Female,United States,Housewife,No,Yes,No,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,Not sure,América
2014,Female,Canada,Housewife,No,Yes,Yes,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,Yes,América
2014,Female,United Kingdom,Housewife,No,No,No,Go out Every day,Yes,Maybe,No,High,Yes,No,No,Maybe,No,Europa
2014,Female,United States,Housewife,No,Yes,Yes,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,Not sure,América
2014,Female,South Africa,Housewife,Yes,Yes,Yes,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,Yes,África
2014,Female,United States,Housewife,No,No,No,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,Yes,América
2014,Female,United Kingdom,Housewife,No,No,Yes,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,Not sure,Europa
2014,Female,United States,Housewife,No,No,Yes,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,No,América
2014,Female,United States,Housewife,No,No,Yes,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,Yes,América
2014,Female,Sweden,Housewife,No,Yes,No,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,Yes,Europa
2014,Female,Sweden,Housewife,No,Yes,Yes,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,Yes,Europa
2014,Female,United States,Housewife,No,No,No,Go out Every day,Yes,Maybe,No,High,Yes,No,No,Yes,Yes,América
2014,Female,United Kingdom,Housewife,No,No,Yes,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,Yes,Europa
2014,Female,United Kingdom,Housewife,No,Yes,Yes,Go out Every day,Yes,Maybe,No,High,Yes,No,No,Maybe,Not sure,Europa
2014,Female,United States,Housewife,Yes,Yes,Yes,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,No,América
2014,Female,Canada,Housewife,Yes,Yes,Yes,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,Not sure,América
2014,Female,Australia,Housewife,No,Yes,Yes,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,Yes,Oceanía
2014,Female,New Zealand,Housewife,No,Yes,Yes,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,No,Oceanía
2014,Female,Canada,Housewife,No,No,Yes,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,Not sure,América
2014,Female,United States,Housewife,No,No,No,Go out Every day,Yes,Maybe,No,High,Yes,No,No,Maybe,Not sure,América
2014,Female,United Kingdom,Housewife,No,No,Yes,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,No,Europa
2014,Female,Netherlands,Housewife,No,No,No,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,No,Europa
2014,Female,Australia,Housewife,No,Yes,No,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,No,Oceanía
2014,Female,United Kingdom,Housewife,No,No,No,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,No,Europa
2014,Female,India,Housewife,No,Yes,Yes,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,Not sure,Asia
2014,Female,Canada,Housewife,No,No,No,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,Not sure,América
2014,Female,United States,Housewife,Yes,Yes,Yes,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,Yes,América
2014,Female,United Kingdom,Housewife,No,Yes,Yes,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,No,Europa
2014,Female,United Kingdom,Housewife,No,Yes,No,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,No,Europa
2014,Female,United Kingdom,Housewife,Yes,Yes,Yes,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,No,Europa
2014,Female,Canada,Housewife,Yes,Yes,Yes,Go out Every day,Yes,Maybe,No,High,Yes,No,No,Maybe,Yes,América
2014,Female,United Kingdom,Housewife,No,Yes,No,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,Not sure,Europa
2014,Female,United States,Housewife,No,Yes,No,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,Yes,América
2014,Female,Canada,Housewife,No,Yes,Yes,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,Not sure,América
2014,Female,United States,Housewife,No,Yes,No,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,No,América
2014,Female,United States,Housewife,No,No,Yes,Go out Every day,Yes,Maybe,No,High,Yes,No,No,Maybe,No,América
2014,Female,Canada,Housewife,Yes,Yes,Yes,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,Yes,América
2014,Female,United Kingdom,Housewife,No,Yes,No,Go out Every day,Yes,Maybe,No,High,Yes,No,No,Maybe,Yes,Europa
2014,Female,Belgium,Housewife,No,No,No,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,Not sure,Europa
2015,Female,Ireland,Housewife,No,No,No,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,No,Europa
2015,Female,United States,Housewife,No,No,Yes,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,No,América
2015,Female,United Kingdom,Housewife,No,No,Yes,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,Yes,Europa
2015,Female,Ireland,Housewife,No,Yes,No,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,Yes,Europa
2015,Female,United Kingdom,Housewife,No,Yes,Yes,Go out Every day,Yes,Maybe,No,High,Yes,No,No,Maybe,Yes,Europa
2015,Female,United States,Housewife,No,Yes,Yes,Go out Every day,Yes,Maybe,No,High,Yes,No,No,No,No,América
2014,Female,United States,Others,No,No,Yes,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,Not sure,América
2014,Female,United States,Others,No,Yes,Yes,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,No,América
2014,Female,United States,Others,No,Yes,Yes,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,Yes,América
2014,Female,United States,Others,No,Yes,Yes,1-14 days,Yes,No,Yes,High,Yes,Yes,No,Maybe,Yes,América
2014,Female,Poland,Others,No,No,Yes,1-14 days,Yes,No,Yes,High,Yes,Yes,No,Maybe,Not sure,Europa
2014,Female,Australia,Others,No,Yes,Yes,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,Not sure,Oceanía
2014,Female,United States,Others,No,No,No,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,No,América
2014,Female,United States,Others,No,No,No,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,Not sure,América
2014,Female,United States,Others,No,Yes,No,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,Not sure,América
2014,Female,Canada,Others,No,Yes,Yes,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,Yes,América
2014,Female,United Kingdom,Others,No,No,No,1-14 days,Yes,No,Yes,High,Yes,Yes,No,Maybe,No,Europa
2014,Female,United States,Others,No,Yes,Yes,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,Not sure,América
2014,Female,South Africa,Others,Yes,Yes,Yes,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,Yes,África
2014,Female,United States,Others,No,No,No,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,Yes,América
2014,Female,United Kingdom,Others,No,No,Yes,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,Not sure,Europa
2014,Female,United States,Others,No,No,Yes,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,No,América
2014,Female,United States,Others,No,No,Yes,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,Yes,América
2014,Female,Sweden,Others,No,Yes,No,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,Yes,Europa
2014,Female,Sweden,Others,No,Yes,Yes,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,Yes,Europa
2014,Female,United States,Others,No,No,No,1-14 days,Yes,No,Yes,High,Yes,Yes,No,Yes,Yes,América
2014,Female,United Kingdom,Others,No,No,Yes,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,Yes,Europa
2014,Female,United Kingdom,Others,No,Yes,Yes,1-14 days,Yes,No,Yes,High,Yes,Yes,No,Maybe,Not sure,Europa
2014,Female,United States,Others,Yes,Yes,Yes,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,No,América
2014,Female,Canada,Others,Yes,Yes,Yes,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,Not sure,América
2014,Female,Australia,Others,No,Yes,Yes,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,Yes,Oceanía
2014,Female,New Zealand,Others,No,Yes,Yes,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,No,Oceanía
2014,Female,Canada,Others,No,No,Yes,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,Not sure,América
2014,Female,United States,Others,No,No,No,1-14 days,Yes,No,Yes,High,Yes,Yes,No,Maybe,Not sure,América
2014,Female,United Kingdom,Others,No,No,Yes,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,No,Europa
2014,Female,Netherlands,Others,No,No,No,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,No,Europa
2014,Female,Australia,Others,No,Yes,No,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,No,Oceanía
2014,Female,United Kingdom,Others,No,No,No,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,No,Europa
2014,Female,India,Others,No,Yes,Yes,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,Not sure,Asia
2014,Female,Canada,Others,No,No,No,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,Not sure,América
2014,Female,United States,Others,Yes,Yes,Yes,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,Yes,América
2014,Female,United Kingdom,Others,No,Yes,Yes,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,No,Europa
2014,Female,United Kingdom,Others,No,Yes,No,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,No,Europa
2014,Female,United Kingdom,Others,Yes,Yes,Yes,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,No,Europa
2014,Female,Canada,Others,Yes,Yes,Yes,1-14 days,Yes,No,Yes,High,Yes,Yes,No,Maybe,Yes,América
2014,Female,United Kingdom,Others,No,Yes,No,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,Not sure,Europa
2014,Female,United States,Others,No,Yes,No,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,Yes,América
2014,Female,Canada,Others,No,Yes,Yes,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,Not sure,América
2014,Female,United States,Others,No,Yes,No,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,No,América
2014,Female,United States,Others,No,No,Yes,1-14 days,Yes,No,Yes,High,Yes,Yes,No,Maybe,No,América
2014,Female,Canada,Others,Yes,Yes,Yes,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,Yes,América
2014,Female,United Kingdom,Others,No,Yes,No,1-14 days,Yes,No,Yes,High,Yes,Yes,No,Maybe,Yes,Europa
2014,Female,Belgium,Others,No,No,No,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,Not sure,Europa
2015,Female,Ireland,Others,No,No,No,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,No,Europa
2015,Female,United States,Others,No,No,Yes,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,No,América
2015,Female,United Kingdom,Others,No,No,Yes,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,Yes,Europa
2015,Female,Ireland,Others,No,Yes,No,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,Yes,Europa
2015,Female,United Kingdom,Others,No,Yes,Yes,1-14 days,Yes,No,Yes,High,Yes,Yes,No,Maybe,Yes,Europa
2015,Female,United States,Others,No,Yes,Yes,1-14 days,Yes,No,Yes,High,Yes,Yes,No,No,No,América
2014,Female,United States,Student,No,No,Yes,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,Not sure,América
2014,Female,United States,Student,No,Yes,Yes,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,No,América
2014,Female,United States,Student,No,Yes,Yes,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,Yes,América
2014,Female,United States,Student,No,Yes,Yes,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,Maybe,Yes,América
2014,Female,Poland,Student,No,No,Yes,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,Maybe,Not sure,Europa
2014,Female,Australia,Student,No,Yes,Yes,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,Not sure,Oceanía
2014,Female,United States,Student,No,No,No,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,No,América
2014,Female,United States,Student,No,No,No,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,Not sure,América
2014,Female,United States,Student,No,Yes,No,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,Not sure,América
2014,Female,Canada,Student,No,Yes,Yes,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,Yes,América
2014,Female,United Kingdom,Student,No,No,No,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,Maybe,No,Europa
2014,Female,United States,Student,No,Yes,Yes,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,Not sure,América
2014,Female,South Africa,Student,Yes,Yes,Yes,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,Yes,África
2014,Female,United States,Student,No,No,No,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,Yes,América
2014,Female,United Kingdom,Student,No,No,Yes,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,Not sure,Europa
2014,Female,United States,Student,No,No,Yes,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,No,América
2014,Female,United States,Student,No,No,Yes,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,Yes,América
2014,Female,Sweden,Student,No,Yes,No,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,Yes,Europa
2014,Female,Sweden,Student,No,Yes,Yes,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,Yes,Europa
2014,Female,United States,Student,No,No,No,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,Yes,Yes,América
2014,Female,United Kingdom,Student,No,No,Yes,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,Yes,Europa
2014,Female,United Kingdom,Student,No,Yes,Yes,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,Maybe,Not sure,Europa
2014,Female,United States,Student,Yes,Yes,Yes,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,No,América
2014,Female,Canada,Student,Yes,Yes,Yes,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,Not sure,América
2014,Female,Australia,Student,No,Yes,Yes,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,Yes,Oceanía
2014,Female,New Zealand,Student,No,Yes,Yes,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,No,Oceanía
2014,Female,Canada,Student,No,No,Yes,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,Not sure,América
2014,Female,United States,Student,No,No,No,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,Maybe,Not sure,América
2014,Female,United Kingdom,Student,No,No,Yes,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,No,Europa
2014,Female,Netherlands,Student,No,No,No,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,No,Europa
2014,Female,Australia,Student,No,Yes,No,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,No,Oceanía
2014,Female,United Kingdom,Student,No,No,No,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,No,Europa
2014,Female,India,Student,No,Yes,Yes,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,Not sure,Asia
2014,Female,Canada,Student,No,No,No,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,Not sure,América
2014,Female,United States,Student,Yes,Yes,Yes,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,Yes,América
2014,Female,United Kingdom,Student,No,Yes,Yes,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,No,Europa
2014,Female,United Kingdom,Student,No,Yes,No,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,No,Europa
2014,Female,United Kingdom,Student,Yes,Yes,Yes,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,No,Europa
2014,Female,Canada,Student,Yes,Yes,Yes,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,Maybe,Yes,América
2014,Female,United Kingdom,Student,No,Yes,No,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,Not sure,Europa
2014,Female,United States,Student,No,Yes,No,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,Yes,América
2014,Female,Canada,Student,No,Yes,Yes,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,Not sure,América
2014,Female,United States,Student,No,Yes,No,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,No,América
2014,Female,United States,Student,No,No,Yes,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,Maybe,No,América
2014,Female,Canada,Student,Yes,Yes,Yes,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,Yes,América
2014,Female,United Kingdom,Student,No,Yes,No,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,Maybe,Yes,Europa
2014,Female,Belgium,Student,No,No,No,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,Not sure,Europa
2015,Female,Ireland,Student,No,No,No,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,No,Europa
2015,Female,United States,Student,No,No,Yes,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,No,América
2015,Female,United Kingdom,Student,No,No,Yes,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,Yes,Europa
2015,Female,Ireland,Student,No,Yes,No,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,Yes,Europa
2015,Female,United Kingdom,Student,No,Yes,Yes,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,Maybe,Yes,Europa
2015,Female,United States,Student,No,Yes,Yes,Go out Every day,Yes,Yes,Maybe,Medium,Yes,No,Maybe,No,No,América
2014,Female,United States,Student,No,No,Yes,15-30 days,No,No,Yes,Low,No,Maybe,No,No,Not sure,América
2014,Female,United States,Student,No,Yes,Yes,15-30 days,No,No,Yes,Low,No,Maybe,No,No,No,América
2014,Female,United States,Student,No,Yes,Yes,15-30 days,No,No,Yes,Low,No,Maybe,No,No,Yes,América
2014,Female,United States,Student,No,Yes,Yes,15-30 days,No,No,Yes,Low,No,Maybe,No,Maybe,Yes,América
2014,Female,Poland,Student,No,No,Yes,15-30 days,No,No,Yes,Low,No,Maybe,No,Maybe,Not sure,Europa
2014,Female,Australia,Student,No,Yes,Yes,15-30 days,No,No,Yes,Low,No,Maybe,No,No,Not sure,Oceanía
2014,Female,United States,Student,No,No,No,15-30 days,No,No,Yes,Low,No,Maybe,No,No,No,América
2014,Female,United States,Student,No,No,No,15-30 days,No,No,Yes,Low,No,Maybe,No,No,Not sure,América
2014,Female,United States,Student,No,Yes,No,15-30 days,No,No,Yes,Low,No,Maybe,No,No,Not sure,América
2014,Female,Canada,Student,No,Yes,Yes,15-30 days,No,No,Yes,Low,No,Maybe,No,No,Yes,América
2014,Female,United Kingdom,Student,No,No,No,15-30 days,No,No,Yes,Low,No,Maybe,No,Maybe,No,Europa
2014,Female,United States,Student,No,Yes,Yes,15-30 days,No,No,Yes,Low,No,Maybe,No,No,Not sure,América
2014,Female,South Africa,Student,Yes,Yes,Yes,15-30 days,No,No,Yes,Low,No,Maybe,No,No,Yes,África
2014,Female,United States,Student,No,No,No,15-30 days,No,No,Yes,Low,No,Maybe,No,No,Yes,América
2014,Female,United Kingdom,Student,No,No,Yes,15-30 days,No,No,Yes,Low,No,Maybe,No,No,Not sure,Europa
2014,Female,United States,Student,No,No,Yes,15-30 days,No,No,Yes,Low,No,Maybe,No,No,No,América
2014,Female,United States,Student,No,No,Yes,15-30 days,No,No,Yes,Low,No,Maybe,No,No,Yes,América
2014,Female,Sweden,Student,No,Yes,No,15-30 days,No,No,Yes,Low,No,Maybe,No,No,Yes,Europa
2014,Female,Sweden,Student,No,Yes,Yes,15-30 days,No,No,Yes,Low,No,Maybe,No,No,Yes,Europa
2014,Female,United States,Student,No,No,No,15-30 days,No,No,Yes,Low,No,Maybe,No,Yes,Yes,América
2014,Female,United Kingdom,Student,No,No,Yes,15-30 days,No,No,Yes,Low,No,Maybe,No,No,Yes,Europa
2014,Female,United Kingdom,Student,No,Yes,Yes,15-30 days,No,No,Yes,Low,No,Maybe,No,Maybe,Not sure,Europa
2014,Female,United States,Student,Yes,Yes,Yes,15-30 days,No,No,Yes,Low,No,Maybe,No,No,No,América
2014,Female,Canada,Student,Yes,Yes,Yes,15-30 days,No,No,Yes,Low,No,Maybe,No,No,Not sure,América
2014,Female,Australia,Student,No,Yes,Yes,15-30 days,No,No,Yes,Low,No,Maybe,No,No,Yes,Oceanía
2014,Female,New Zealand,Student,No,Yes,Yes,15-30 days,No,No,Yes,Low,No,Maybe,No,No,No,Oceanía
2014,Female,Canada,Student,No,No,Yes,15-30 days,No,No,Yes,Low,No,Maybe,No,No,Not sure,América
2014,Female,United States,Student,No,No,No,15-30 days,No,No,Yes,Low,No,Maybe,No,Maybe,Not sure,América
2014,Female,United Kingdom,Student,No,No,Yes,15-30 days,No,No,Yes,Low,No,Maybe,No,No,No,Europa
2014,Female,Netherlands,Student,No,No,No,15-30 days,No,No,Yes,Low,No,Maybe,No,No,No,Europa
2014,Female,Australia,Student,No,Yes,No,15-30 days,No,No,Yes,Low,No,Maybe,No,No,No,Oceanía
2014,Female,United Kingdom,Student,No,No,No,15-30 days,No,No,Yes,Low,No,Maybe,No,No,No,Europa
2014,Female,India,Student,No,Yes,Yes,15-30 days,No,No,Yes,Low,No,Maybe,No,No,Not sure,Asia
2014,Female,Canada,Student,No,No,No,15-30 days,No,No,Yes,Low,No,Maybe,No,No,Not sure,América
2014,Female,United States,Student,Yes,Yes,Yes,15-30 days,No,No,Yes,Low,No,Maybe,No,No,Yes,América
